step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAP_pcutoff,metrics/test.mAR,metrics/test.mAR_pcutoff,metrics/test.rmse,metrics/test.rmse_pcutoff
1,0.0002228268567705527,0.07578013092279434,0.0020059170201420784,0.0020059170201420784,0.0010179636301472783,0.2239576280117035,0.006107923109084368,0.006107923109084368,100.0,74.5043075736145,100.0,77.64705882352942,3.5092616081237793,3.019819498062134
2,0.00022835911659058183,0.03678099811077118,0.0010337044950574636,0.0010337044950574636,0.0003170975251123309,0.049943119287490845,0.0014071267796680331,0.0014071267796680331,100.0,100.0,100.0,100.0,2.731454849243164,2.731454849243164
3,8.874928607838228e-05,0.03357459604740143,0.0008837394416332245,0.0008837394416332245,0.00022699830878991634,0.03425741568207741,0.0009699345682747662,0.0009699345682747662,100.0,100.0,100.0,100.0,2.4664807319641113,2.4664807319641113
4,5.815319309476763e-05,0.022074628621339798,0.0005809423746541142,0.0005809423746541142,0.0001546652492834255,0.0264274999499321,0.0007380201132036746,0.0007380201132036746,100.0,100.0,100.0,100.0,1.7244774103164673,1.7244772911071777
5,7.018647738732398e-05,0.016747910529375076,0.00045379099901765585,0.00045379099901765585,0.00011990717757726088,0.02091393992304802,0.0005828021094202995,0.0005828021094202995,100.0,100.0,100.0,100.0,1.460457444190979,1.4604573249816895
6,4.5229291572468355e-05,0.025095820426940918,0.0006500101881101727,0.0006500101881101727,0.00014658129657618701,0.018900273367762566,0.0005457975203171372,0.0005457975203171372,100.0,100.0,100.0,100.0,1.9597276449203491,1.9597278833389282
7,4.942938176100142e-05,0.02341294288635254,0.0006100382306613028,0.0006100382306613028,0.00011041062680305913,0.018681369721889496,0.000522239541169256,0.000522239541169256,100.0,100.0,100.0,100.0,1.8213067054748535,1.8213067054748535
8,3.881815791828558e-05,0.017792299389839172,0.00046421654406003654,0.00046421654406003654,8.640623127575964e-05,0.016514552757143974,0.0004560669476632029,0.0004560669476632029,100.0,100.0,100.0,100.0,1.6347565650939941,1.6347565650939941
9,4.8539375711698085e-05,0.018043115735054016,0.000475347536848858,0.000475347536848858,7.734444079687819e-05,0.01596406288444996,0.0004377737350296229,0.0004377737350296229,100.0,100.0,100.0,100.0,1.5255471467971802,1.5255471467971802
10,3.956727960030548e-05,0.01573065295815468,0.00041304994374513626,0.00041304994374513626,7.785587513353676e-05,0.015887945890426636,0.00043612660374492407,0.00043612660374492407,100.0,100.0,100.0,100.0,1.6268815994262695,1.6268815994262695
11,4.1669689380796626e-05,0.026068195700645447,0.000672539696097374,0.000672539696097374,0.0001585639693075791,0.014027217403054237,0.0004299624415580183,0.0004299624415580183,100.0,100.0,100.0,100.0,2.3572096824645996,2.3572096824645996
12,3.242394814151339e-05,0.014771215617656708,0.0003854923998005688,0.0003854923998005688,7.502819789806381e-05,0.013527467846870422,0.00037570082349702716,0.00037570082349702716,100.0,100.0,100.0,100.0,1.595526099205017,1.595526099205017
13,2.9107633963576518e-05,0.012504544109106064,0.0003271674213465303,0.0003271674213465303,6.719239172525704e-05,0.012669119983911514,0.0003503242041915655,0.0003503242041915655,100.0,100.0,100.0,100.0,1.4242191314697266,1.4242191314697266
14,2.4173432393581606e-05,0.010424412786960602,0.00027269707061350346,0.00027269707061350346,6.515745917567983e-05,0.012646609917283058,0.00034874401171691716,0.00034874401171691716,100.0,100.0,100.0,100.0,1.3179473876953125,1.3179473876953125
15,2.563532871135976e-05,0.011531696654856205,0.00030111006344668567,0.00030111006344668567,6.665624096058309e-05,0.012317762710154057,0.0003412721853237599,0.0003412721853237599,100.0,100.0,100.0,100.0,1.3186932802200317,1.3186931610107422
16,2.4471783035551198e-05,0.011545993387699127,0.0003008857020176947,0.0003008857020176947,6.055054109310731e-05,0.012551702558994293,0.0003440678119659424,0.0003440678119659424,100.0,100.0,100.0,100.0,1.4302221536636353,1.4302220344543457
17,2.3168095140135847e-05,0.009685908444225788,0.0002537317341193557,0.0002537317341193557,4.868609175900929e-05,0.01145284902304411,0.0003106642689090222,0.0003106642689090222,100.0,100.0,100.0,100.0,1.192763328552246,1.192763328552246
18,2.402289283054415e-05,0.011867241933941841,0.00030869251349940896,0.00030869251349940896,5.779179628007114e-05,0.01055810134857893,0.00029284844640642405,0.00029284844640642405,100.0,100.0,100.0,100.0,1.3486605882644653,1.3486604690551758
19,2.8041516998200677e-05,0.016010986641049385,0.0004142954421695322,0.0004142954421695322,6.52806629659608e-05,0.01015434693545103,0.00028649900923483074,0.00028649900923483074,100.0,100.0,100.0,100.0,1.7450523376464844,1.745052456855774
20,2.5873805498122238e-05,0.010138776153326035,0.0002664063358679414,0.0002664063358679414,5.692768536391668e-05,0.010878442786633968,0.0003004248719662428,0.0003004248719662428,100.0,100.0,100.0,100.0,1.17366361618042,1.17366361618042
21,2.486959783709608e-05,0.011763076297938824,0.00030651173437945545,0.00030651173437945545,4.8157598939724267e-05,0.009028283879160881,0.0002497858658898622,0.0002497858658898622,100.0,100.0,100.0,100.0,1.227662205696106,1.227662205696106
22,2.3341048290603794e-05,0.012649144977331161,0.000327899178955704,0.000327899178955704,4.824921052204445e-05,0.009169790893793106,0.00025336939143016934,0.00025336939143016934,100.0,100.0,100.0,100.0,1.3315753936767578,1.3315753936767578
23,3.16467194352299e-05,0.012236789800226688,0.0003217431076336652,0.0003217431076336652,5.042483826400712e-05,0.010301558300852776,0.0002827513962984085,0.0002827513962984085,100.0,100.0,100.0,100.0,1.4345613718032837,1.4345614910125732
24,2.736836722760927e-05,0.013662625104188919,0.00035524985287338495,0.00035524985287338495,6.44572646706365e-05,0.010940457694232464,0.0003057400754187256,0.0003057400754187256,100.0,100.0,100.0,100.0,1.4452167749404907,1.4452167749404907
25,1.7071271940949373e-05,0.008396200835704803,0.00021844066213816404,0.00021844066213816404,4.3316977098584175e-05,0.009975316934287548,0.0002710414119064808,0.0002710414119064808,100.0,100.0,100.0,100.0,1.194499135017395,1.194499135017395
26,2.0076893633813597e-05,0.010411059483885765,0.0002703149220906198,0.0002703149220906198,5.982107904856093e-05,0.01001852285116911,0.00028037361335009336,0.00028037361335009336,100.0,100.0,100.0,100.0,1.3134574890136719,1.3134574890136719
27,2.1670872229151428e-05,0.00799783505499363,0.00021078131976537406,0.00021078131976537406,4.2069954361068085e-05,0.008827918209135532,0.00024173292331397533,0.00024173292331397533,100.0,100.0,100.0,100.0,1.136344313621521,1.136344313621521
28,2.1980798919685185e-05,0.012791510671377182,0.000330778188072145,0.000330778188072145,4.5292061258805916e-05,0.009659252129495144,0.0002641273313201964,0.0002641273313201964,100.0,100.0,100.0,100.0,1.4805651903152466,1.480565071105957
29,1.3824597772327252e-05,0.007147652562707663,0.0001856036251410842,0.0001856036251410842,3.9369057049043477e-05,0.008816992864012718,0.000240109337028116,0.000240109337028116,100.0,100.0,100.0,100.0,1.0981693267822266,1.098169207572937
30,1.9471819541649893e-05,0.011697759851813316,0.00030217989115044475,0.00030217989115044475,4.2968727939296514e-05,0.008408544585108757,0.00023169796622823924,0.00023169796622823924,100.0,100.0,100.0,100.0,1.2386064529418945,1.2386064529418945
31,1.558785697852727e-05,0.007693975232541561,0.00020014333131257445,0.00020014333131257445,3.5266817576484755e-05,0.007670496124774218,0.0002093958028126508,0.0002093958028126508,100.0,100.0,100.0,100.0,1.1199820041656494,1.1199820041656494
32,1.6282418073387817e-05,0.009786941111087799,0.0002528147306293249,0.0002528147306293249,3.562564234016463e-05,0.007409071549773216,0.0002030395990004763,0.0002030395990004763,100.0,100.0,100.0,100.0,1.347802996635437,1.347802996635437
33,1.5065565094118938e-05,0.009063870646059513,0.00023412953305523843,0.00023412953305523843,3.698139698826708e-05,0.008484437130391598,0.0002306016394868493,0.0002306016394868493,100.0,100.0,100.0,100.0,1.2646061182022095,1.26460599899292
34,1.9532764781615697e-05,0.010352381505072117,0.00026857596822082996,0.00026857596822082996,3.544923310982995e-05,0.008035831153392792,0.00021862040739506483,0.00021862040739506483,100.0,100.0,100.0,100.0,1.3388595581054688,1.3388595581054688
35,0.0001288555795326829,0.008933253586292267,0.00028775917598977685,0.00028775917598977685,3.831473441096023e-05,0.008500225841999054,0.00023166302707977593,0.00023166302707977593,100.0,100.0,100.0,100.0,1.203343152999878,1.203343152999878
36,1.777508259692695e-05,0.011185127310454845,0.00028851573006249964,0.00028851573006249964,6.137174204923213e-05,0.007086749188601971,0.00020785460947081447,0.00020785460947081447,100.0,100.0,100.0,100.0,1.2932943105697632,1.2932943105697632
37,2.044237953668926e-05,0.010889695025980473,0.00028246358851902187,0.00028246358851902187,3.591935819713399e-05,0.008227343671023846,0.00022364329197444022,0.00022364329197444022,100.0,100.0,100.0,100.0,1.2682363986968994,1.2682363986968994
38,1.2801620869140606e-05,0.007818368263542652,0.00020186004985589534,0.00020186004985589534,3.813992589130066e-05,0.007770095020532608,0.0002133223315468058,0.0002133223315468058,100.0,100.0,100.0,100.0,1.0871385335922241,1.0871385335922241
39,1.4564398952643387e-05,0.008325435221195221,0.00021541806927416474,0.00021541806927416474,2.728358049353119e-05,0.006613957695662975,0.00017899074009619653,0.00017899074009619653,100.0,100.0,100.0,100.0,1.0759756565093994,1.0759756565093994
40,1.4458748410106637e-05,0.007802431937307119,0.00020229016081430018,0.00020229016081430018,3.139275941066444e-05,0.007779878564178944,0.0002101933496305719,0.0002101933496305719,100.0,100.0,100.0,100.0,1.0824077129364014,1.0824077129364014
41,1.4015811757417396e-05,0.008834890089929104,0.00022788014030084014,0.00022788014030084014,3.014679896296002e-05,0.007300992496311665,0.00019759820133913308,0.00019759820133913308,100.0,100.0,100.0,100.0,1.1942063570022583,1.1942063570022583
42,1.4949172509659547e-05,0.011236480437219143,0.0002883865963667631,0.0002883865963667631,3.044233744731173e-05,0.006745470222085714,0.0001838579191826284,0.0001838579191826284,100.0,100.0,100.0,100.0,1.4216642379760742,1.4216642379760742
43,1.3619803212350234e-05,0.00776874041184783,0.00020102840790059417,0.00020102840790059417,3.1848117941990495e-05,0.006839529611170292,0.00018691230798140168,0.00018691230798140168,100.0,100.0,100.0,100.0,1.136110782623291,1.136110782623291
44,2.320658677490428e-05,0.01077099796384573,0.00028087827377021313,0.00028087827377021313,3.960785033996217e-05,0.0071710702031850815,0.00019908067770302296,0.00019908067770302296,100.0,100.0,100.0,100.0,1.413142442703247,1.413142442703247
45,1.1844823347928468e-05,0.008434423245489597,0.00021678299526683986,0.00021678299526683986,2.7720096113625914e-05,0.007045573554933071,0.00018999940948560834,0.00018999940948560834,100.0,100.0,100.0,100.0,1.1943769454956055,1.194377064704895
46,1.296976006415207e-05,0.006460639648139477,0.00016800087178125978,0.00016800087178125978,2.3855254767113365e-05,0.005973985884338617,0.00016127726121339947,0.00016127726121339947,100.0,100.0,100.0,100.0,0.9843789339065552,0.9843789339065552
47,1.6990796211757697e-05,0.007755964063107967,0.0002023944689426571,0.0002023944689426571,3.219846257707104e-05,0.0062676407396793365,0.00017279024177696556,0.00017279024177696556,100.0,100.0,100.0,100.0,1.1491683721542358,1.1491683721542358
48,1.3502379260899033e-05,0.00973301101475954,0.0002500764967408031,0.0002500764967408031,2.8201384338899516e-05,0.006295885890722275,0.0001714978425297886,0.0001714978425297886,100.0,100.0,100.0,100.0,1.1566572189331055,1.1566572189331055
49,1.5705796613474376e-05,0.006958238780498505,0.00018180887855123729,0.00018180887855123729,3.087236837018281e-05,0.006560382898896933,0.00017944576393347234,0.00017944576393347234,100.0,100.0,100.0,100.0,0.9710783958435059,0.9710785150527954
50,2.6410667487652972e-05,0.0070824092254042625,0.00019026556401513517,0.00019026556401513517,2.8999371352256276e-05,0.006748720537871122,0.0001832177076721564,0.0001832177076721564,100.0,100.0,100.0,100.0,1.097472071647644,1.097472071647644
51,1.6725098248571157e-05,0.007237736601382494,0.0001893059816211462,0.0001893059816211462,3.183033186360262e-05,0.00612827530130744,0.00016912205319385976,0.00016912205319385976,100.0,100.0,100.0,100.0,1.0621674060821533,1.0621674060821533
52,1.1973543223575689e-05,0.007550891488790512,0.00019475907902233303,0.00019475907902233303,3.1999763450585306e-05,0.0067896475084125996,0.00018574106798041612,0.00018574106798041612,100.0,100.0,100.0,100.0,1.1087872982025146,1.1087872982025146
53,1.1004171028616838e-05,0.00725890975445509,0.00018697482300922275,0.00018697482300922275,2.289191252202727e-05,0.006048466078937054,0.0001626576267881319,0.0001626576267881319,100.0,100.0,100.0,100.0,1.1204795837402344,1.120479702949524
54,1.0761455087049399e-05,0.006406403612345457,0.00016554082685615867,0.00016554082685615867,2.526903699617833e-05,0.005794885102659464,0.00015750665625091642,0.00015750665625091642,100.0,100.0,100.0,100.0,0.9593420028686523,0.9593418836593628
55,1.2606088603206445e-05,0.006291625089943409,0.00016359369328711182,0.00016359369328711182,3.708748408826068e-05,0.0055570947006344795,0.00015747112047392875,0.00015747112047392875,100.0,100.0,100.0,100.0,0.9988566637039185,0.9988566637039185
56,1.3044203114986885e-05,0.00793071836233139,0.00020479003433138132,0.00020479003433138132,2.6291927497368306e-05,0.006459999363869429,0.00017464594566263258,0.00017464594566263258,100.0,100.0,100.0,100.0,1.044953465461731,1.0449533462524414
57,1.1866430213558488e-05,0.006861825939267874,0.00017747886886354536,0.00017747886886354536,2.4323911929968745e-05,0.006108387373387814,0.000164871642482467,0.000164871642482467,100.0,100.0,100.0,100.0,0.976822555065155,0.976822555065155
58,8.984790838439949e-06,0.0054384684190154076,0.00014045411080587655,0.00014045411080587655,2.469362152623944e-05,0.005590038374066353,0.00015209776756819338,0.00015209776756819338,100.0,100.0,100.0,100.0,0.841812014579773,0.841812014579773
59,1.401464942318853e-05,0.008410677313804626,0.00021727423882111907,0.00021727423882111907,2.5921772248693742e-05,0.005571288522332907,0.00015224309754557908,0.00015224309754557908,100.0,100.0,100.0,100.0,1.0900987386703491,1.0900987386703491
60,1.0581245987850707e-05,0.007689993362873793,0.00019754045933950692,0.00019754045933950692,2.3338412574958056e-05,0.006048636510968208,0.0001628851459827274,0.0001628851459827274,100.0,100.0,100.0,100.0,1.0765974521636963,1.0765975713729858
61,1.0844229109352455e-05,0.007106930483132601,0.0001830953697208315,0.0001830953697208315,2.4293722162838094e-05,0.005754041951149702,0.00015599792823195457,0.00015599792823195457,100.0,100.0,100.0,100.0,0.9886391758918762,0.9886391758918762
62,1.1651774002530146e-05,0.006373854819685221,0.0001651722559472546,0.0001651722559472546,2.171245068893768e-05,0.0054229553788900375,0.0001464301167288795,0.0001464301167288795,100.0,100.0,100.0,100.0,1.0680586099624634,1.0680586099624634
63,1.1050984539906494e-05,0.008093520067632198,0.00020786347158718854,0.00020786347158718854,2.2592810637434013e-05,0.005624827928841114,0.0001519171055406332,0.0001519171055406332,100.0,100.0,100.0,100.0,1.1527873277664185,1.1527873277664185
64,9.638853043725248e-06,0.006152044516056776,0.00015862053260207176,0.00015862053260207176,2.134658643626608e-05,0.00544807268306613,0.0001468751288484782,0.0001468751288484782,100.0,100.0,100.0,100.0,1.0117230415344238,1.0117231607437134
65,9.913491339830216e-06,0.006451702676713467,0.00016624931595288217,0.00016624931595288217,2.3999353288672864e-05,0.005283167585730553,0.00014407886192202568,0.00014407886192202568,100.0,100.0,100.0,100.0,0.9849787950515747,0.9849787950515747
66,9.593879440217279e-06,0.00660829059779644,0.00017000420484691858,0.00017000420484691858,2.4568340450059623e-05,0.005192198324948549,0.0001420891348971054,0.0001420891348971054,100.0,100.0,100.0,100.0,0.912144660949707,0.9121446013450623
67,9.388127182319295e-06,0.0074286749586462975,0.00019041092309635133,0.00019041092309635133,2.1435516828205436e-05,0.005489386152476072,0.00014795242168474942,0.00014795242168474942,100.0,100.0,100.0,100.0,1.0814547538757324,1.0814547538757324
68,1.2487895219237544e-05,0.007410912774503231,0.00019151678134221584,0.00019151678134221584,2.460361793055199e-05,0.00530088460072875,0.00014482391998171806,0.00014482391998171806,100.0,100.0,100.0,100.0,0.9692960381507874,0.9692960381507874
69,8.442167199973483e-06,0.005162031855434179,0.00013327189662959427,0.00013327189662959427,2.5272405764553696e-05,0.004899175371974707,0.0001351155951851979,0.0001351155951851979,100.0,100.0,100.0,100.0,0.9178882241249084,0.9178881049156189
70,1.0111119991051964e-05,0.0066717579029500484,0.0001718494895612821,0.0001718494895612821,1.894488923426252e-05,0.004816113971173763,0.00012987529044039547,0.00012987529044039547,100.0,100.0,100.0,100.0,0.945720374584198,0.945720374584198
71,9.482042514719069e-06,0.005151487421244383,0.0001335281995125115,0.0001335281995125115,2.148976818716619e-05,0.004794709850102663,0.00013061263598501682,0.00013061263598501682,100.0,100.0,100.0,100.0,0.9052119851112366,0.9052120447158813
72,1.0248092621623073e-05,0.005473259836435318,0.00014195556286722422,0.00014195556286722422,1.901465657283552e-05,0.004908401519060135,0.00013221737754065543,0.00013221737754065543,100.0,100.0,100.0,100.0,0.8392029404640198,0.8392030000686646
73,1.3534022400563117e-05,0.006413681898266077,0.0001671090576564893,0.0001671090576564893,2.1837598978891037e-05,0.0052923462353646755,0.0001432274584658444,0.0001432274584658444,100.0,100.0,100.0,100.0,1.0017313957214355,1.0017313957214355
74,1.0928641131613404e-05,0.006863947492092848,0.0001770630042301491,0.0001770630042301491,1.946794509422034e-05,0.004608899354934692,0.0001249564520549029,0.0001249564520549029,100.0,100.0,100.0,100.0,1.029881477355957,1.029881477355957
75,1.0631543773342855e-05,0.00865904800593853,0.00022179198276717216,0.00022179198276717216,1.9525832612998784e-05,0.004711191635578871,0.00012754270574077964,0.00012754270574077964,100.0,100.0,100.0,100.0,1.0354090929031372,1.0354090929031372
76,9.952565051207785e-06,0.005194046534597874,0.000134827452711761,0.000134827452711761,1.8449538401910104e-05,0.004905027337372303,0.00013185045099817216,0.00013185045099817216,100.0,100.0,100.0,100.0,0.8888921737670898,0.8888921737670898
77,1.3011201190238353e-05,0.004836403299123049,0.00012741568207275122,0.00012741568207275122,2.016158396145329e-05,0.004531505983322859,0.00012336844520177692,0.00012336844520177692,100.0,100.0,100.0,100.0,0.820347249507904,0.8203473091125488
78,1.0367208233219571e-05,0.006198108196258545,0.00016013631829991937,0.00016013631829991937,2.2244419596972875e-05,0.0053283595480024815,0.00014433119213208556,0.00014433119213208556,100.0,100.0,100.0,100.0,0.8881531953811646,0.8881531953811646
79,7.540520073234802e-06,0.003926342818886042,0.0001019288320094347,0.0001019288320094347,2.280962507938966e-05,0.004604874178767204,0.0001265266619157046,0.0001265266619157046,100.0,100.0,100.0,100.0,0.7555461525917053,0.7555461525917053
80,8.618585525255185e-06,0.005434230901300907,0.00014016505156178027,0.00014016505156178027,1.764109401847236e-05,0.004086286295205355,0.00011097769311163574,0.00011097769311163574,100.0,100.0,100.0,100.0,0.9161291718482971,0.9161291718482971
81,1.3731456419918686e-05,0.00719781219959259,0.0001868110557552427,0.0001868110557552427,1.9400606106501073e-05,0.005059948656708002,0.00013619901437778026,0.00013619901437778026,100.0,100.0,100.0,100.0,1.0994776487350464,1.099477767944336
82,7.994146471901331e-06,0.005070194136351347,0.00013075194146949798,0.00013075194146949798,2.0801599021069705e-05,0.005157278850674629,0.0001393327838741243,0.0001393327838741243,100.0,100.0,100.0,100.0,0.8547055721282959,0.8547055721282959
83,8.20285094960127e-06,0.006417945027351379,0.0001645500451559201,0.0001645500451559201,1.7860933439806104e-05,0.003939515445381403,0.00010741835285443813,0.00010741835285443813,100.0,100.0,100.0,100.0,0.8433634638786316,0.8433634638786316
84,1.1609962712100241e-05,0.0053632366470992565,0.00013988588762003928,0.00013988588762003928,1.9577752027544193e-05,0.005015677772462368,0.00013518083142116666,0.00013518083142116666,100.0,100.0,100.0,100.0,0.9590994715690613,0.9590994715690613
85,1.4546878446708433e-05,0.005465995986014605,0.0001439233310520649,0.0001439233310520649,1.748637259879615e-05,0.004296416882425547,0.00011615362018346786,0.00011615362018346786,100.0,100.0,100.0,100.0,0.9351605176925659,0.9351606369018555
86,8.406987944908906e-06,0.004333988763391972,0.00011255319986958057,0.00011255319986958057,2.143079473171383e-05,0.00446593202650547,0.00012236367911100388,0.00012236367911100388,100.0,100.0,100.0,100.0,0.7696451544761658,0.7696451544761658
87,9.003154445963446e-06,0.005942062474787235,0.00015305314445868134,0.00015305314445868134,1.6126949049066752e-05,0.004175185691565275,0.00011244311463087797,0.00011244311463087797,100.0,100.0,100.0,100.0,0.9247334003448486,0.9247334003448486
88,1.284349309571553e-05,0.00645736139267683,0.00016785578918643296,0.00016785578918643296,2.1813948478666134e-05,0.004410425201058388,0.00012116759899072349,0.00012116759899072349,100.0,100.0,100.0,100.0,0.983592689037323,0.983592689037323
89,6.888869847898604e-06,0.00417011184617877,0.00010769721848191693,0.00010769721848191693,2.2113519662525505e-05,0.004546676762402058,0.00012472367961890996,0.00012472367961890996,100.0,100.0,100.0,100.0,0.7557808756828308,0.7557808756828308
90,9.832375326368492e-06,0.007911574095487595,0.00020270553068257868,0.00020270553068257868,1.9250666809966788e-05,0.004509642720222473,0.0001223664148710668,0.0001223664148710668,100.0,100.0,100.0,100.0,1.0778976678848267,1.077897548675537
91,8.029256605368573e-06,0.004609267693012953,0.00011924632417503744,0.00011924632417503744,1.7204012692673132e-05,0.00459290249273181,0.00012342457193881273,0.00012342457193881273,100.0,100.0,100.0,100.0,0.8021568059921265,0.8021568059921265
92,8.594157407060266e-06,0.007196254096925259,0.0001842034253058955,0.0001842034253058955,1.477387013437692e-05,0.004127564374357462,0.0001105760529753752,0.0001105760529753752,100.0,100.0,100.0,100.0,0.9857119917869568,0.9857121109962463
93,8.162526683008764e-06,0.003451642347499728,9.037231939146295e-05,9.037231939146295e-05,1.6897809473448433e-05,0.003933977335691452,0.0001067983394023031,0.0001067983394023031,100.0,100.0,100.0,100.0,0.6847365498542786,0.6847366094589233
94,7.400347385555506e-06,0.00473463861271739,0.00012206613610032946,0.00012206613610032946,1.5422188880620524e-05,0.0037681416142731905,0.00010191464389208704,0.00010191464389208704,100.0,100.0,100.0,100.0,0.858692467212677,0.858692467212677
95,8.719897778064478e-06,0.005143471993505955,0.00013294674863573164,0.00013294674863573164,1.7882957763504237e-05,0.004312868695706129,0.00011676319263642654,0.00011676319263642654,100.0,100.0,100.0,100.0,0.8286072015762329,0.8286072015762329
96,8.551382052246481e-06,0.004510361701250076,0.00011703473137458786,0.00011703473137458786,1.7709267922327854e-05,0.004227509256452322,0.00011454236664576456,0.00011454236664576456,100.0,100.0,100.0,100.0,0.7832457423210144,0.7832458019256592
97,7.780891792208422e-06,0.005595705937594175,0.00014378309424500912,0.00014378309424500912,2.0516277800197713e-05,0.00381618645042181,0.00010566280252533033,0.00010566280252533033,100.0,100.0,100.0,100.0,0.8530102372169495,0.8530102372169495
98,7.410481430270011e-06,0.0044961050152778625,0.00011610786168603227,0.00011610786168603227,1.4099069630901795e-05,0.003948133438825607,0.00010575284977676347,0.00010575284977676347,100.0,100.0,100.0,100.0,0.7694924473762512,0.7694924473762512
99,7.6088172136223875e-06,0.003863329766318202,0.00010038766049547121,0.00010038766049547121,1.6022930140024982e-05,0.0037220728117972612,0.00010106329136760905,0.00010106329136760905,100.0,100.0,100.0,100.0,0.7778171300888062,0.7778171896934509
